cod_ibge,municipio,ano,pib_valor
2112704,Vargem Grande - MA,2021,433576
2112803,Viana - MA,2018,411808
2112803,Viana - MA,2019,405850
2112803,Viana - MA,2020,456542
2112803,Viana - MA,2021,490490
2112852,Vila Nova dos Martírios - MA,2018,110401
2112852,Vila Nova dos Martírios - MA,2019,117401
2112852,Vila Nova dos Martírios - MA,2020,137206
2112852,Vila Nova dos Martírios - MA,2021,156939
2112902,Vitória do Mearim - MA,2018,257389
2112902,Vitória do Mearim - MA,2019,243495
2112902,Vitória do Mearim - MA,2020,259353
2112902,Vitória do Mearim - MA,2021,318224
2113009,Vitorino Freire - MA,2018,256624
2113009,Vitorino Freire - MA,2019,252931
2113009,Vitorino Freire - MA,2020,266159
2113009,Vitorino Freire - MA,2021,325567
2114007,Zé Doca - MA,2018,433279
2114007,Zé Doca - MA,2019,441978
2114007,Zé Doca - MA,2020,456381
2114007,Zé Doca - MA,2021,567166
2200053,Acauã - PI,2018,52078
2200053,Acauã - PI,2019,55291
2200053,Acauã - PI,2020,62584
2200053,Acauã - PI,2021,73561
2200103,Agricolândia - PI,2018,37494
2200103,Agricolândia - PI,2019,40786
2200103,Agricolândia - PI,2020,43349
2200103,Agricolândia - PI,2021,47283
2200202,Água Branca - PI,2018,200603
2200202,Água Branca - PI,2019,216381
2200202,Água Branca - PI,2020,218514
2200202,Água Branca - PI,2021,243971
2200251,Alagoinha do Piauí - PI,2018,54374
2200251,Alagoinha do Piauí - PI,2019,58945
2200251,Alagoinha do Piauí - PI,2020,67200
2200251,Alagoinha do Piauí - PI,2021,65442
2200277,Alegrete do Piauí - PI,2018,35757
2200277,Alegrete do Piauí - PI,2019,42223
2200277,Alegrete do Piauí - PI,2020,55057
2200277,Alegrete do Piauí - PI,2021,48184
2200301,Alto Longá - PI,2018,100554
2200301,Alto Longá - PI,2019,107642
2200301,Alto Longá - PI,2020,119487
2200301,Alto Longá - PI,2021,130955
2200400,Altos - PI,2018,418709
2200400,Altos - PI,2019,450597
2200400,Altos - PI,2020,476989
2200400,Altos - PI,2021,537774
2200459,Alvorada do Gurguéia - PI,2018,70756
2200459,Alvorada do Gurguéia - PI,2019,62425
2200459,Alvorada do Gurguéia - PI,2020,74585
2200459,Alvorada do Gurguéia - PI,2021,82125
2200509,Amarante - PI,2018,144120
2200509,Amarante - PI,2019,155827
2200509,Amarante - PI,2020,182047
2200509,Amarante - PI,2021,192592
2200608,Angical do Piauí - PI,2018,64259
2200608,Angical do Piauí - PI,2019,68691
2200608,Angical do Piauí - PI,2020,66750
2200608,Angical do Piauí - PI,2021,66748
2200707,Anísio de Abreu - PI,2018,77120
2200707,Anísio de Abreu - PI,2019,82020
2200707,Anísio de Abreu - PI,2020,92246
2200707,Anísio de Abreu - PI,2021,98945
2200806,Antônio Almeida - PI,2018,136650
2200806,Antônio Almeida - PI,2019,86325
2200806,Antônio Almeida - PI,2020,133082
2200806,Antônio Almeida - PI,2021,143815
2200905,Aroazes - PI,2018,48638
2200905,Aroazes - PI,2019,49780
2200905,Aroazes - PI,2020,55335
2200905,Aroazes - PI,2021,57305
2200954,Aroeiras do Itaim - PI,2018,21585
2200954,Aroeiras do Itaim - PI,2019,22661
2200954,Aroeiras do Itaim - PI,2020,25690
2200954,Aroeiras do Itaim - PI,2021,24625
2201002,Arraial - PI,2018,37153
2201002,Arraial - PI,2019,39380
2201002,Arraial - PI,2020,44231
2201002,Arraial - PI,2021,48922
2201051,Assunção do Piauí - PI,2018,55579
2201051,Assunção do Piauí - PI,2019,55445
2201051,Assunção do Piauí - PI,2020,55220
2201051,Assunção do Piauí - PI,2021,64266
2201101,Avelino Lopes - PI,2018,78956
2201101,Avelino Lopes - PI,2019,83961
2201101,Avelino Lopes - PI,2020,89540
2201101,Avelino Lopes - PI,2021,97601
2201150,Baixa Grande do Ribeiro - PI,2018,953234
2201150,Baixa Grande do Ribeiro - PI,2019,863446
2201150,Baixa Grande do Ribeiro - PI,2020,1229454
2201150,Baixa Grande do Ribeiro - PI,2021,1768579
2201176,Barra D'Alcântara - PI,2018,33276
2201176,Barra D'Alcântara - PI,2019,36818
2201176,Barra D'Alcântara - PI,2020,40152
2201176,Barra D'Alcântara - PI,2021,38963
2201200,Barras - PI,2018,394813
2201200,Barras - PI,2019,439115
2201200,Barras - PI,2020,468844
2201200,Barras - PI,2021,497599
2201309,Barreiras do Piauí - PI,2018,27413
2201309,Barreiras do Piauí - PI,2019,28970
2201309,Barreiras do Piauí - PI,2020,125685
2201309,Barreiras do Piauí - PI,2021,163172
2201408,Barro Duro - PI,2018,68448
2201408,Barro Duro - PI,2019,76942
2201408,Barro Duro - PI,2020,85179
2201408,Barro Duro - PI,2021,89830
2201507,Batalha - PI,2018,191851
2201507,Batalha - PI,2019,207330
2201507,Batalha - PI,2020,218227
2201507,Batalha - PI,2021,250803
2201556,Bela Vista do Piauí - PI,2018,35211
2201556,Bela Vista do Piauí - PI,2019,38369
2201556,Bela Vista do Piauí - PI,2020,44082
2201556,Bela Vista do Piauí - PI,2021,46876
2201572,Belém do Piauí - PI,2018,29182
2201572,Belém do Piauí - PI,2019,33424
2201572,Belém do Piauí - PI,2020,39783
2201572,Belém do Piauí - PI,2021,41264
2201606,Beneditinos - PI,2018,75928
2201606,Beneditinos - PI,2019,82371
2201606,Beneditinos - PI,2020,88636
2201606,Beneditinos - PI,2021,91895
2201705,Bertolínia - PI,2018,58642
2201705,Bertolínia - PI,2019,61002
2201705,Bertolínia - PI,2020,69486
2201705,Bertolínia - PI,2021,72158
2201739,Betânia do Piauí - PI,2018,52705
2201739,Betânia do Piauí - PI,2019,52380
2201739,Betânia do Piauí - PI,2020,57089
2201739,Betânia do Piauí - PI,2021,62561
2201770,Boa Hora - PI,2018,52676
2201770,Boa Hora - PI,2019,53625
2201770,Boa Hora - PI,2020,63531
2201770,Boa Hora - PI,2021,62507
2201804,Bocaina - PI,2018,43706
2201804,Bocaina - PI,2019,46722
2201804,Bocaina - PI,2020,53110
2201804,Bocaina - PI,2021,47772
2201903,Bom Jesus - PI,2018,908331
2201903,Bom Jesus - PI,2019,838720
2201903,Bom Jesus - PI,2020,1129103
2201903,Bom Jesus - PI,2021,1410185
2201919,Bom Princípio do Piauí - PI,2018,52807
2201919,Bom Princípio do Piauí - PI,2019,56449
2201919,Bom Princípio do Piauí - PI,2020,62280
2201919,Bom Princípio do Piauí - PI,2021,70166
2201929,Bonfim do Piauí - PI,2018,41473
2201929,Bonfim do Piauí - PI,2019,43999
2201929,Bonfim do Piauí - PI,2020,48890
2201929,Bonfim do Piauí - PI,2021,52945
2201945,Boqueirão do Piauí - PI,2018,43233
2201945,Boqueirão do Piauí - PI,2019,46518
2201945,Boqueirão do Piauí - PI,2020,51619
2201945,Boqueirão do Piauí - PI,2021,51725
2201960,Brasileira - PI,2018,56114
2201960,Brasileira - PI,2019,58836
2201960,Brasileira - PI,2020,65218
2201960,Brasileira - PI,2021,69324
2201988,Brejo do Piauí - PI,2018,34227
2201988,Brejo do Piauí - PI,2019,34948
2201988,Brejo do Piauí - PI,2020,38877
2201988,Brejo do Piauí - PI,2021,43978
2202000,Buriti dos Lopes - PI,2018,174203
2202000,Buriti dos Lopes - PI,2019,183358
2202000,Buriti dos Lopes - PI,2020,192765
2202000,Buriti dos Lopes - PI,2021,214747
2202026,Buriti dos Montes - PI,2018,57382
2202026,Buriti dos Montes - PI,2019,61702
2202026,Buriti dos Montes - PI,2020,69078
2202026,Buriti dos Montes - PI,2021,69690
2202059,Cabeceiras do Piauí - PI,2018,67423
2202059,Cabeceiras do Piauí - PI,2019,73225
2202059,Cabeceiras do Piauí - PI,2020,79299
2202059,Cabeceiras do Piauí - PI,2021,86134
2202075,Cajazeiras do Piauí - PI,2018,27717
2202075,Cajazeiras do Piauí - PI,2019,27903
2202075,Cajazeiras do Piauí - PI,2020,30318
2202075,Cajazeiras do Piauí - PI,2021,34182
2202083,Cajueiro da Praia - PI,2018,81911
2202083,Cajueiro da Praia - PI,2019,92358
2202083,Cajueiro da Praia - PI,2020,92555
2202083,Cajueiro da Praia - PI,2021,115376
2202091,Caldeirão Grande do Piauí - PI,2018,107482
2202091,Caldeirão Grande do Piauí - PI,2019,86586
2202091,Caldeirão Grande do Piauí - PI,2020,171848
2202091,Caldeirão Grande do Piauí - PI,2021,195079
2202109,Campinas do Piauí - PI,2018,43993
2202109,Campinas do Piauí - PI,2019,47867
2202109,Campinas do Piauí - PI,2020,52413
2202109,Campinas do Piauí - PI,2021,57496
2202117,Campo Alegre do Fidalgo - PI,2018,37818
2202117,Campo Alegre do Fidalgo - PI,2019,42199
2202117,Campo Alegre do Fidalgo - PI,2020,47338
2202117,Campo Alegre do Fidalgo - PI,2021,51371
2202133,Campo Grande do Piauí - PI,2018,57382
2202133,Campo Grande do Piauí - PI,2019,52606
2202133,Campo Grande do Piauí - PI,2020,63116
2202133,Campo Grande do Piauí - PI,2021,62135
2202174,Campo Largo do Piauí - PI,2018,49787
2202174,Campo Largo do Piauí - PI,2019,49011
2202174,Campo Largo do Piauí - PI,2020,52036
2202174,Campo Largo do Piauí - PI,2021,56554
2202208,Campo Maior - PI,2018,610929
2202208,Campo Maior - PI,2019,634076
2202208,Campo Maior - PI,2020,659068
2202208,Campo Maior - PI,2021,705863
2202251,Canavieira - PI,2018,31407
2202251,Canavieira - PI,2019,34459
2202251,Canavieira - PI,2020,39107
2202251,Canavieira - PI,2021,41948
2202307,Canto do Buriti - PI,2018,221885
2202307,Canto do Buriti - PI,2019,234422
2202307,Canto do Buriti - PI,2020,261974
2202307,Canto do Buriti - PI,2021,271388
2202406,Capitão de Campos - PI,2018,92694
2202406,Capitão de Campos - PI,2019,93753
2202406,Capitão de Campos - PI,2020,98520
2202406,Capitão de Campos - PI,2021,106410
2202455,Capitão Gervásio Oliveira - PI,2018,33208
2202455,Capitão Gervásio Oliveira - PI,2019,34753
2202455,Capitão Gervásio Oliveira - PI,2020,38977
2202455,Capitão Gervásio Oliveira - PI,2021,43675
2202505,Caracol - PI,2018,79651
2202505,Caracol - PI,2019,84920
2202505,Caracol - PI,2020,102836
2202505,Caracol - PI,2021,97485
2202539,Caraúbas do Piauí - PI,2018,47389
2202539,Caraúbas do Piauí - PI,2019,50419
2202539,Caraúbas do Piauí - PI,2020,55080
2202539,Caraúbas do Piauí - PI,2021,57437
2202554,Caridade do Piauí - PI,2018,39083
2202554,Caridade do Piauí - PI,2019,41478
2202554,Caridade do Piauí - PI,2020,50196
2202554,Caridade do Piauí - PI,2021,50031
2202604,Castelo do Piauí - PI,2018,175659
2202604,Castelo do Piauí - PI,2019,178258
2202604,Castelo do Piauí - PI,2020,186224
2202604,Castelo do Piauí - PI,2021,202443
2202653,Caxingó - PI,2018,46255
2202653,Caxingó - PI,2019,47447
2202653,Caxingó - PI,2020,50234
2202653,Caxingó - PI,2021,53140
2202703,Cocal - PI,2018,221596
2202703,Cocal - PI,2019,234172
2202703,Cocal - PI,2020,252850
2202703,Cocal - PI,2021,272767
2202711,Cocal de Telha - PI,2018,40057
2202711,Cocal de Telha - PI,2019,43630
2202711,Cocal de Telha - PI,2020,44082
2202711,Cocal de Telha - PI,2021,46961
2202729,Cocal dos Alves - PI,2018,47250
2202729,Cocal dos Alves - PI,2019,50683
2202729,Cocal dos Alves - PI,2020,54412
2202729,Cocal dos Alves - PI,2021,56960
2202737,Coivaras - PI,2018,32147
2202737,Coivaras - PI,2019,33818
2202737,Coivaras - PI,2020,38878
2202737,Coivaras - PI,2021,37708
2202752,Colônia do Gurguéia - PI,2018,59512
2202752,Colônia do Gurguéia - PI,2019,60728
2202752,Colônia do Gurguéia - PI,2020,63539
2202752,Colônia do Gurguéia - PI,2021,70559
2202778,Colônia do Piauí - PI,2018,55382
2202778,Colônia do Piauí - PI,2019,57681
2202778,Colônia do Piauí - PI,2020,62545
2202778,Colônia do Piauí - PI,2021,68111
2202802,Conceição do Canindé - PI,2018,49288
2202802,Conceição do Canindé - PI,2019,50761
2202802,Conceição do Canindé - PI,2020,59520
2202802,Conceição do Canindé - PI,2021,60446
2202851,Coronel José Dias - PI,2018,35236
2202851,Coronel José Dias - PI,2019,39066
2202851,Coronel José Dias - PI,2020,43845
2202851,Coronel José Dias - PI,2021,40760
2202901,Corrente - PI,2018,453515
2202901,Corrente - PI,2019,450232
2202901,Corrente - PI,2020,516015
2202901,Corrente - PI,2021,680693
2203008,Cristalândia do Piauí - PI,2018,56685
2203008,Cristalândia do Piauí - PI,2019,64626
2203008,Cristalândia do Piauí - PI,2020,69091
2203008,Cristalândia do Piauí - PI,2021,75069
2203107,Cristino Castro - PI,2018,101808
2203107,Cristino Castro - PI,2019,110914
2203107,Cristino Castro - PI,2020,113903
2203107,Cristino Castro - PI,2021,121550
2203206,Curimatá - PI,2018,101787
2203206,Curimatá - PI,2019,110902
2203206,Curimatá - PI,2020,121756
2203206,Curimatá - PI,2021,141390
2203230,Currais - PI,2018,272086
2203230,Currais - PI,2019,199742
2203230,Currais - PI,2020,329609
2203230,Currais - PI,2021,409013
2203255,Curralinhos - PI,2018,30495
2203255,Curralinhos - PI,2019,31552
2203255,Curralinhos - PI,2020,34850
2203255,Curralinhos - PI,2021,39660
2203271,Curral Novo do Piauí - PI,2018,71196
2203271,Curral Novo do Piauí - PI,2019,58602
2203271,Curral Novo do Piauí - PI,2020,65306
2203271,Curral Novo do Piauí - PI,2021,78394
2203305,Demerval Lobão - PI,2018,168785
2203305,Demerval Lobão - PI,2019,188692
2203305,Demerval Lobão - PI,2020,196310
2203305,Demerval Lobão - PI,2021,211639
2203354,Dirceu Arcoverde - PI,2018,51675
2203354,Dirceu Arcoverde - PI,2019,57889
2203354,Dirceu Arcoverde - PI,2020,62126
2203354,Dirceu Arcoverde - PI,2021,67492
2203404,Dom Expedito Lopes - PI,2018,74813
2203404,Dom Expedito Lopes - PI,2019,77318
2203404,Dom Expedito Lopes - PI,2020,78829
2203404,Dom Expedito Lopes - PI,2021,78045
2203420,Domingos Mourão - PI,2018,33775
2203420,Domingos Mourão - PI,2019,35593
2203420,Domingos Mourão - PI,2020,41668
2203420,Domingos Mourão - PI,2021,46532
2203453,Dom Inocêncio - PI,2018,61120
2203453,Dom Inocêncio - PI,2019,65949
2203453,Dom Inocêncio - PI,2020,96045
2203453,Dom Inocêncio - PI,2021,164346
2203503,Elesbão Veloso - PI,2018,138363
2203503,Elesbão Veloso - PI,2019,151022
2203503,Elesbão Veloso - PI,2020,152702
2203503,Elesbão Veloso - PI,2021,164731
2203602,Eliseu Martins - PI,2018,44705
2203602,Eliseu Martins - PI,2019,50233
2203602,Eliseu Martins - PI,2020,51582
2203602,Eliseu Martins - PI,2021,55592
2203701,Esperantina - PI,2018,374921
2203701,Esperantina - PI,2019,407186
2203701,Esperantina - PI,2020,432931
2203701,Esperantina - PI,2021,456546
2203750,Fartura do Piauí - PI,2018,30568
2203750,Fartura do Piauí - PI,2019,39410
2203750,Fartura do Piauí - PI,2020,42078
2203750,Fartura do Piauí - PI,2021,46774
2203800,Flores do Piauí - PI,2018,37572
2203800,Flores do Piauí - PI,2019,40044
2203800,Flores do Piauí - PI,2020,44102
2203800,Flores do Piauí - PI,2021,48120
2203859,Floresta do Piauí - PI,2018,21555
2203859,Floresta do Piauí - PI,2019,22023
2203859,Floresta do Piauí - PI,2020,24381
2203859,Floresta do Piauí - PI,2021,25258
2203909,Floriano - PI,2018,1104254
2203909,Floriano - PI,2019,1198895
2203909,Floriano - PI,2020,1310020
2203909,Floriano - PI,2021,1469174
2204006,Francinópolis - PI,2018,38819
2204006,Francinópolis - PI,2019,39794
2204006,Francinópolis - PI,2020,41649
2204006,Francinópolis - PI,2021,44797
2204105,Francisco Ayres - PI,2018,38524
2204105,Francisco Ayres - PI,2019,38371
2204105,Francisco Ayres - PI,2020,42582
2204105,Francisco Ayres - PI,2021,46763
2204154,Francisco Macedo - PI,2018,29896
2204154,Francisco Macedo - PI,2019,32164
2204154,Francisco Macedo - PI,2020,34745
2204154,Francisco Macedo - PI,2021,32841
2204204,Francisco Santos - PI,2018,70155
2204204,Francisco Santos - PI,2019,77331
2204204,Francisco Santos - PI,2020,82914
2204204,Francisco Santos - PI,2021,83027
2204303,Fronteiras - PI,2018,100934
2204303,Fronteiras - PI,2019,111291
2204303,Fronteiras - PI,2020,118307
2204303,Fronteiras - PI,2021,112454
2204352,Geminiano - PI,2018,46975
2204352,Geminiano - PI,2019,49930
2204352,Geminiano - PI,2020,56312
2204352,Geminiano - PI,2021,59253
2204402,Gilbués - PI,2018,226265
2204402,Gilbués - PI,2019,258399
2204402,Gilbués - PI,2020,306922
2204402,Gilbués - PI,2021,416894
2204501,Guadalupe - PI,2018,741138
2204501,Guadalupe - PI,2019,584389
2204501,Guadalupe - PI,2020,552496
2204501,Guadalupe - PI,2021,637192
2204550,Guaribas - PI,2018,33478
2204550,Guaribas - PI,2019,33822
2204550,Guaribas - PI,2020,42452
2204550,Guaribas - PI,2021,45099
2204600,Hugo Napoleão - PI,2018,29637
2204600,Hugo Napoleão - PI,2019,30008
2204600,Hugo Napoleão - PI,2020,31901
2204600,Hugo Napoleão - PI,2021,34066
2204659,Ilha Grande - PI,2018,72841
2204659,Ilha Grande - PI,2019,76153
2204659,Ilha Grande - PI,2020,80050
2204659,Ilha Grande - PI,2021,119725
2204709,Inhuma - PI,2018,137128
2204709,Inhuma - PI,2019,142510
2204709,Inhuma - PI,2020,152854
2204709,Inhuma - PI,2021,163624
2204808,Ipiranga do Piauí - PI,2018,72048
2204808,Ipiranga do Piauí - PI,2019,75289
2204808,Ipiranga do Piauí - PI,2020,79805
2204808,Ipiranga do Piauí - PI,2021,82417
2204907,Isaías Coelho - PI,2018,62744
2204907,Isaías Coelho - PI,2019,67209
2204907,Isaías Coelho - PI,2020,79906
2204907,Isaías Coelho - PI,2021,80798
2205003,Itainópolis - PI,2018,88746
2205003,Itainópolis - PI,2019,97973
2205003,Itainópolis - PI,2020,103985
2205003,Itainópolis - PI,2021,108192
2205102,Itaueira - PI,2018,110086
2205102,Itaueira - PI,2019,116716
2205102,Itaueira - PI,2020,127608
2205102,Itaueira - PI,2021,131853
2205151,Jacobina do Piauí - PI,2018,48609
2205151,Jacobina do Piauí - PI,2019,52968
2205151,Jacobina do Piauí - PI,2020,58623
2205151,Jacobina do Piauí - PI,2021,69064
2205201,Jaicós - PI,2018,171645
2205201,Jaicós - PI,2019,176179
2205201,Jaicós - PI,2020,193502
2205201,Jaicós - PI,2021,191771
2205250,Jardim do Mulato - PI,2018,29928
2205250,Jardim do Mulato - PI,2019,31330
2205250,Jardim do Mulato - PI,2020,34788
2205250,Jardim do Mulato - PI,2021,39632
2205276,Jatobá do Piauí - PI,2018,42491
2205276,Jatobá do Piauí - PI,2019,44977
2205276,Jatobá do Piauí - PI,2020,51511
2205276,Jatobá do Piauí - PI,2021,58747
2205300,Jerumenha - PI,2018,43544
2205300,Jerumenha - PI,2019,51056
2205300,Jerumenha - PI,2020,48022
2205300,Jerumenha - PI,2021,63528
2205359,João Costa - PI,2018,27247
2205359,João Costa - PI,2019,55088
2205359,João Costa - PI,2020,64082
2205359,João Costa - PI,2021,69289
2205409,Joaquim Pires - PI,2018,96672
2205409,Joaquim Pires - PI,2019,104115
2205409,Joaquim Pires - PI,2020,107278
2205409,Joaquim Pires - PI,2021,118894
2205458,Joca Marques - PI,2018,38677
2205458,Joca Marques - PI,2019,41290
2205458,Joca Marques - PI,2020,44858
2205458,Joca Marques - PI,2021,46226
2205508,José de Freitas - PI,2018,349798
2205508,José de Freitas - PI,2019,369453
2205508,José de Freitas - PI,2020,379057
2205508,José de Freitas - PI,2021,390718
2205516,Juazeiro do Piauí - PI,2018,47896
2205516,Juazeiro do Piauí - PI,2019,49470
2205516,Juazeiro do Piauí - PI,2020,60572
2205516,Juazeiro do Piauí - PI,2021,56058
2205524,Júlio Borges - PI,2018,43184
2205524,Júlio Borges - PI,2019,61530
2205524,Júlio Borges - PI,2020,73994
2205524,Júlio Borges - PI,2021,80794
2205532,Jurema - PI,2018,40468
2205532,Jurema - PI,2019,40768
2205532,Jurema - PI,2020,42988
2205532,Jurema - PI,2021,43566
2205540,Lagoinha do Piauí - PI,2018,22299
2205540,Lagoinha do Piauí - PI,2019,24643
2205540,Lagoinha do Piauí - PI,2020,37321
2205540,Lagoinha do Piauí - PI,2021,40519
2205557,Lagoa Alegre - PI,2018,62764
2205557,Lagoa Alegre - PI,2019,66857
2205557,Lagoa Alegre - PI,2020,73116
2205557,Lagoa Alegre - PI,2021,77314
2205565,Lagoa do Barro do Piauí - PI,2018,176848
2205565,Lagoa do Barro do Piauí - PI,2019,445639
2205565,Lagoa do Barro do Piauí - PI,2020,351512
2205565,Lagoa do Barro do Piauí - PI,2021,534683
2205573,Lagoa de São Francisco - PI,2018,45126
2205573,Lagoa de São Francisco - PI,2019,50293
2205573,Lagoa de São Francisco - PI,2020,52984
2205573,Lagoa de São Francisco - PI,2021,54980
2205581,Lagoa do Piauí - PI,2018,50007
2205581,Lagoa do Piauí - PI,2019,54443
2205581,Lagoa do Piauí - PI,2020,66658
2205581,Lagoa do Piauí - PI,2021,75615
2205599,Lagoa do Sítio - PI,2018,42398
2205599,Lagoa do Sítio - PI,2019,43317
2205599,Lagoa do Sítio - PI,2020,45727
2205599,Lagoa do Sítio - PI,2021,48595
2205607,Landri Sales - PI,2018,77664
2205607,Landri Sales - PI,2019,77063
2205607,Landri Sales - PI,2020,87623
2205607,Landri Sales - PI,2021,109799
2205706,Luís Correia - PI,2018,305976
2205706,Luís Correia - PI,2019,332918
2205706,Luís Correia - PI,2020,347609
2205706,Luís Correia - PI,2021,378697
2205805,Luzilândia - PI,2018,206317
2205805,Luzilândia - PI,2019,216492
2205805,Luzilândia - PI,2020,222359
2205805,Luzilândia - PI,2021,241221
2205854,Madeiro - PI,2018,53523
2205854,Madeiro - PI,2019,57802
2205854,Madeiro - PI,2020,64411
2205854,Madeiro - PI,2021,75141
2205904,Manoel Emídio - PI,2018,42090
2205904,Manoel Emídio - PI,2019,50992
2205904,Manoel Emídio - PI,2020,53471
2205904,Manoel Emídio - PI,2021,54807
2205953,Marcolândia - PI,2018,69518
2205953,Marcolândia - PI,2019,87544
2205953,Marcolândia - PI,2020,153090
2205953,Marcolândia - PI,2021,198352
2206001,Marcos Parente - PI,2018,41780
2206001,Marcos Parente - PI,2019,44984
2206001,Marcos Parente - PI,2020,47921
2206001,Marcos Parente - PI,2021,54884
2206050,Massapê do Piauí - PI,2018,42106
2206050,Massapê do Piauí - PI,2019,45762
2206050,Massapê do Piauí - PI,2020,52917
2206050,Massapê do Piauí - PI,2021,52130
2206100,Matias Olímpio - PI,2018,77107
2206100,Matias Olímpio - PI,2019,83432
2206100,Matias Olímpio - PI,2020,90360
2206100,Matias Olímpio - PI,2021,95555
2206209,Miguel Alves - PI,2018,238636
2206209,Miguel Alves - PI,2019,260075
2206209,Miguel Alves - PI,2020,280386
2206209,Miguel Alves - PI,2021,312819
2206308,Miguel Leão - PI,2018,16537
2206308,Miguel Leão - PI,2019,16858
2206308,Miguel Leão - PI,2020,21596
2206308,Miguel Leão - PI,2021,23604
2206357,Milton Brandão - PI,2018,46941
2206357,Milton Brandão - PI,2019,50060
2206357,Milton Brandão - PI,2020,54471
2206357,Milton Brandão - PI,2021,53563
2206407,Monsenhor Gil - PI,2018,94013
2206407,Monsenhor Gil - PI,2019,92069
2206407,Monsenhor Gil - PI,2020,108321
2206407,Monsenhor Gil - PI,2021,127469
2206506,Monsenhor Hipólito - PI,2018,62950
2206506,Monsenhor Hipólito - PI,2019,66593
2206506,Monsenhor Hipólito - PI,2020,90017
2206506,Monsenhor Hipólito - PI,2021,72882
2206605,Monte Alegre do Piauí - PI,2018,196077
2206605,Monte Alegre do Piauí - PI,2019,168812
2206605,Monte Alegre do Piauí - PI,2020,249657
2206605,Monte Alegre do Piauí - PI,2021,298089
2206654,Morro Cabeça no Tempo - PI,2018,31609
2206654,Morro Cabeça no Tempo - PI,2019,33867
2206654,Morro Cabeça no Tempo - PI,2020,35842
2206654,Morro Cabeça no Tempo - PI,2021,39152
2206670,Morro do Chapéu do Piauí - PI,2018,47198
2206670,Morro do Chapéu do Piauí - PI,2019,52292
2206670,Morro do Chapéu do Piauí - PI,2020,58910
2206670,Morro do Chapéu do Piauí - PI,2021,62450
2206696,Murici dos Portelas - PI,2018,67298
2206696,Murici dos Portelas - PI,2019,66490
2206696,Murici dos Portelas - PI,2020,70558
2206696,Murici dos Portelas - PI,2021,74909
2206704,Nazaré do Piauí - PI,2018,54054
2206704,Nazaré do Piauí - PI,2019,60082
2206704,Nazaré do Piauí - PI,2020,64598
2206704,Nazaré do Piauí - PI,2021,67046
2206720,Nazária - PI,2018,87116
2206720,Nazária - PI,2019,84192
2206720,Nazária - PI,2020,96020
2206720,Nazária - PI,2021,94817
2206753,Nossa Senhora de Nazaré - PI,2018,38051
2206753,Nossa Senhora de Nazaré - PI,2019,39757
2206753,Nossa Senhora de Nazaré - PI,2020,42523
2206753,Nossa Senhora de Nazaré - PI,2021,47885
2206803,Nossa Senhora dos Remédios - PI,2018,68953
2206803,Nossa Senhora dos Remédios - PI,2019,70976
2206803,Nossa Senhora dos Remédios - PI,2020,74638
2206803,Nossa Senhora dos Remédios - PI,2021,78547
2206902,Novo Oriente do Piauí - PI,2018,45822
2206902,Novo Oriente do Piauí - PI,2019,50034
2206902,Novo Oriente do Piauí - PI,2020,53133
2206902,Novo Oriente do Piauí - PI,2021,58172
2206951,Novo Santo Antônio - PI,2018,24022
2206951,Novo Santo Antônio - PI,2019,25570
2206951,Novo Santo Antônio - PI,2020,28179
2206951,Novo Santo Antônio - PI,2021,31237
2207009,Oeiras - PI,2018,441039
2207009,Oeiras - PI,2019,481876
2207009,Oeiras - PI,2020,538556
2207009,Oeiras - PI,2021,584373
2207108,Olho D'Água do Piauí - PI,2018,20204
2207108,Olho D'Água do Piauí - PI,2019,23544
2207108,Olho D'Água do Piauí - PI,2020,26002
2207108,Olho D'Água do Piauí - PI,2021,28731
2207207,Padre Marcos - PI,2018,59670
2207207,Padre Marcos - PI,2019,62577
2207207,Padre Marcos - PI,2020,74804
2207207,Padre Marcos - PI,2021,73909
2207306,Paes Landim - PI,2018,38346
2207306,Paes Landim - PI,2019,41486
2207306,Paes Landim - PI,2020,43188
2207306,Paes Landim - PI,2021,44249
2207355,Pajeú do Piauí - PI,2018,35370
2207355,Pajeú do Piauí - PI,2019,38690
2207355,Pajeú do Piauí - PI,2020,48853
2207355,Pajeú do Piauí - PI,2021,52581
2207405,Palmeira do Piauí - PI,2018,70832
2207405,Palmeira do Piauí - PI,2019,88477
2207405,Palmeira do Piauí - PI,2020,129020
2207405,Palmeira do Piauí - PI,2021,141457
2207504,Palmeirais - PI,2018,105944
2207504,Palmeirais - PI,2019,115457
2207504,Palmeirais - PI,2020,125159
2207504,Palmeirais - PI,2021,138692
2207553,Paquetá - PI,2018,34542
2207553,Paquetá - PI,2019,35415
2207553,Paquetá - PI,2020,41897
2207553,Paquetá - PI,2021,44237
2207603,Parnaguá - PI,2018,89973
2207603,Parnaguá - PI,2019,96175
2207603,Parnaguá - PI,2020,113667
2207603,Parnaguá - PI,2021,119215
2207702,Parnaíba - PI,2018,2325059
2207702,Parnaíba - PI,2019,2625553
2207702,Parnaíba - PI,2020,2611434
2207702,Parnaíba - PI,2021,2968947
2207751,Passagem Franca do Piauí - PI,2018,35436
2207751,Passagem Franca do Piauí - PI,2019,38226
2207751,Passagem Franca do Piauí - PI,2020,41460
2207751,Passagem Franca do Piauí - PI,2021,48758
2207777,Patos do Piauí - PI,2018,48628
2207777,Patos do Piauí - PI,2019,52564
2207777,Patos do Piauí - PI,2020,57030
